7.000000000000000000e+00,2.070000000000000000e+02,2.600000000000000089e+00,1.199999999999999956e+00,5.000000000000000000e+00,4.799999999999999822e+00,4.000000000000000222e-01,5.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
2.900000000000000000e+01,7.840000000000000000e+02,2.689999999999999947e+00,9.799999999999999822e-01,1.600000000000000000e+01,4.940000000000000391e+00,2.399999999999999911e-01,1.600000000000000000e+01,3.000000000000000000e+00,3.100000000000000000e+01,1.000000000000000000e+01,1.700000000000000000e+01,1.600000000000000000e+01
2.500000000000000000e+01,1.103000000000000000e+03,2.350000000000000089e+00,1.110000000000000098e+00,2.000000000000000000e+01,4.900000000000000355e+00,2.999999999999999889e-01,2.000000000000000000e+01,4.000000000000000000e+00,6.300000000000000000e+01,1.400000000000000000e+01,3.100000000000000000e+01,2.700000000000000000e+01
1.000000000000000000e+01,3.490000000000000000e+02,3.109999999999999876e+00,7.399999999999999911e-01,9.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,5.000000000000000000e+00,1.100000000000000000e+01,7.000000000000000000e+00
3.600000000000000000e+01,1.229000000000000000e+03,3.160000000000000142e+00,9.200000000000000400e-01,3.200000000000000000e+01,4.969999999999999751e+00,1.799999999999999933e-01,3.200000000000000000e+01,9.000000000000000000e+00,6.200000000000000000e+01,9.000000000000000000e+00,3.100000000000000000e+01,2.600000000000000000e+01
2.200000000000000000e+01,4.620000000000000000e+02,2.759999999999999787e+00,9.399999999999999467e-01,1.700000000000000000e+01,4.879999999999999893e+00,3.200000000000000067e-01,1.700000000000000000e+01,6.000000000000000000e+00,2.300000000000000000e+01,8.000000000000000000e+00,1.600000000000000000e+01,1.300000000000000000e+01
1.100000000000000000e+01,2.740000000000000000e+02,3.569999999999999840e+00,7.299999999999999822e-01,7.000000000000000000e+00,4.860000000000000320e+00,3.499999999999999778e-01,7.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00
8.000000000000000000e+00,3.150000000000000000e+02,3.180000000000000160e+00,7.199999999999999734e-01,1.100000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+01,4.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00
8.000000000000000000e+00,2.210000000000000000e+02,2.000000000000000000e+00,6.300000000000000044e-01,5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
6.000000000000000000e+00,2.940000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+01,3.310000000000000000e+02,1.820000000000000062e+00,9.399999999999999467e-01,1.100000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,2.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00
1.300000000000000000e+01,2.300000000000000000e+02,2.129999999999999893e+00,5.999999999999999778e-01,8.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.500000000000000000e+01,4.930000000000000000e+02,2.689999999999999947e+00,9.799999999999999822e-01,1.600000000000000000e+01,4.940000000000000391e+00,2.399999999999999911e-01,1.600000000000000000e+01,2.000000000000000000e+00,3.100000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,2.300000000000000000e+01
2.000000000000000000e+01,4.620000000000000000e+02,2.540000000000000036e+00,8.199999999999999512e-01,2.400000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,2.000000000000000000e+00,2.200000000000000000e+01,7.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01
1.200000000000000000e+01,2.150000000000000000e+02,2.899999999999999911e+00,1.040000000000000036e+00,1.000000000000000000e+01,4.799999999999999822e+00,4.000000000000000222e-01,1.000000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
1.200000000000000000e+01,2.130000000000000000e+02,2.000000000000000000e+00,7.700000000000000178e-01,1.000000000000000000e+01,4.900000000000000355e+00,2.999999999999999889e-01,1.000000000000000000e+01,6.000000000000000000e+00,1.200000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
